area,rooms,bathroom,parking spaces,floor,animal,furniture,total,city_Belo Horizonte,city_Campinas,city_Porto Alegre,city_Rio de Janeiro,city_São Paulo
254,3,4,4,1,0,1,11120,0,0,0,0,1
210,3,5,4,6,1,1,16310,0,0,0,0,1
178,3,4,2,4,0,0,13410,0,0,0,0,1
45,1,1,0,0,0,0,1050,0,0,0,0,1
70,3,1,0,3,1,0,1372,0,0,0,1,0
181,4,5,3,5,1,0,5312,0,0,0,0,1
72,2,2,1,4,1,0,2183,1,0,0,0,0
60,2,2,1,21,1,1,7363,0,0,0,0,1
55,2,1,1,3,1,0,2319,0,0,0,0,1
94,1,2,2,2,0,1,14910,0,0,0,0,1
210,3,2,1,6,1,0,18160,0,0,0,1,0
37,1,1,1,21,1,0,4642,0,0,0,0,1
41,2,1,0,16,1,0,1486,0,0,0,0,1
240,3,4,3,1,1,1,18070,0,0,0,0,1
70,2,1,0,12,1,0,1706,0,0,1,0,0
55,3,1,1,3,0,0,1052,1,0,0,0,0
150,3,1,0,3,1,0,1970,0,0,0,1,0
55,2,2,1,13,1,0,1878,0,0,0,1,0
390,3,3,2,0,1,1,8263,0,0,0,0,1
73,3,2,1,1,1,0,2241,0,0,1,0,0
57,1,1,1,2,1,0,3454,0,1,0,0,0
93,3,1,0,0,1,0,1990,0,0,0,1,0
88,2,2,2,3,1,0,3920,0,0,0,1,0
130,3,3,2,1,1,1,3785,0,0,0,0,1
170,4,3,2,15,0,1,13900,0,0,0,0,1
220,3,4,4,2,1,0,9821,0,0,0,0,1
59,2,1,1,6,1,0,2221,0,0,0,0,1
500,4,4,3,0,1,0,11950,0,0,0,0,1
70,3,2,0,1,1,0,1570,0,0,0,1,0
55,1,1,1,5,0,0,1830,0,0,0,1,0
35,1,1,1,5,1,1,1795,1,0,0,0,0
33,1,1,1,12,1,1,3929,0,0,0,0,1
80,3,2,1,1,1,0,1593,1,0,0,0,0
60,1,1,1,20,0,1,3913,0,0,0,0,1
48,2,1,0,1,1,0,1400,0,0,1,0,0
53,1,1,1,13,1,0,1187,0,1,0,0,0
96,3,1,1,10,1,0,3976,0,0,0,0,1
25,1,1,0,2,0,1,1773,0,0,0,0,1
83,1,1,1,15,0,1,10330,0,0,0,0,1
70,2,2,2,12,1,0,2327,0,0,1,0,0
80,1,1,0,0,1,0,1220,0,0,0,0,1
45,1,1,0,1,0,0,1123,1,0,0,0,0
43,1,1,0,5,1,1,2104,0,0,0,0,1
250,5,4,5,6,1,0,5936,0,0,0,0,1
190,4,4,2,14,1,0,4307,0,1,0,0,0
117,3,4,4,14,1,0,4285,0,0,0,0,1
75,2,1,1,6,0,0,1036,0,0,0,1,0
113,4,2,2,11,1,0,7055,1,0,0,0,0
46,1,1,1,2,1,0,1056,0,0,1,0,0
100,3,2,1,0,1,0,3651,0,0,0,0,1
300,4,5,1,8,1,1,12760,0,0,0,0,1
57,2,1,1,1,1,1,1419,0,1,0,0,0
35,1,1,0,6,1,0,1938,0,0,0,0,1
110,3,2,2,2,1,0,3928,0,0,0,1,0
106,2,3,2,14,1,1,5349,0,0,0,0,1
120,3,3,1,3,1,0,4953,0,0,0,1,0
40,1,1,0,5,0,1,2030,0,0,1,0,0
97,3,1,0,3,1,0,2597,0,0,0,1,0
160,3,1,2,0,1,0,2994,0,0,0,1,0
80,4,4,3,5,1,0,9527,0,0,0,0,1
297,4,5,5,19,1,0,17510,0,0,0,0,1
400,5,4,6,0,1,1,6598,0,0,0,0,1
90,3,1,0,2,1,0,1910,0,0,0,1,0
93,3,3,1,7,1,0,4571,0,0,0,1,0
37,1,1,1,9,1,1,3538,0,0,0,0,1
300,4,2,2,1,1,1,10670,0,0,0,0,1
217,3,4,3,3,1,0,6242,0,0,0,0,1
77,3,2,2,14,0,0,7314,0,0,0,0,1
150,3,4,3,18,0,1,10380,0,0,0,0,1
60,2,1,0,10,1,0,2128,0,0,0,0,1
140,3,2,1,13,1,0,4226,0,0,0,0,1
96,3,2,1,6,1,0,2322,1,0,0,0,0
55,1,1,1,1,1,1,6328,0,0,0,0,1
170,3,2,2,0,1,0,4573,0,0,0,0,1
70,2,2,1,11,1,0,2630,0,0,0,1,0
400,10,9,8,0,1,0,9006,0,0,0,0,1
209,4,4,4,11,1,0,10130,1,0,0,0,0
91,2,2,2,3,1,1,10700,0,0,0,1,0
328,3,4,4,18,1,1,8259,0,0,0,0,1
92,3,3,2,2,1,0,2034,1,0,0,0,0
50,2,1,1,11,1,0,2502,0,0,0,1,0
85,2,1,0,0,1,0,3530,0,0,0,1,0
72,2,2,0,1,1,1,3740,0,0,0,0,1
140,4,2,1,9,1,0,5901,0,0,0,1,0
70,2,2,1,1,0,0,1990,0,0,0,0,1
130,3,3,3,5,0,0,6093,0,0,0,0,1
387,4,6,6,4,1,0,13210,0,0,0,0,1
126,3,3,2,1,1,0,4593,0,1,0,0,0
104,3,2,2,1,0,0,4889,0,0,0,0,1
550,4,4,4,0,1,0,15550,0,0,0,0,1
51,1,1,0,9,1,0,2426,0,0,0,0,1
140,4,3,3,4,1,0,4896,1,0,0,0,0
70,2,2,2,1,1,0,2532,0,0,0,0,1
140,3,2,1,4,0,1,5923,0,0,0,1,0
20,1,1,0,1,1,0,1672,0,0,0,1,0
365,3,5,2,5,1,1,11460,0,0,0,0,1
200,2,3,2,12,1,1,15240,0,0,1,0,0
40,1,1,0,0,0,0,1089,0,0,0,0,1
66,1,1,1,2,1,1,6026,0,1,0,0,0
161,1,2,2,10,0,0,9305,0,0,0,0,1
75,2,1,0,5,1,0,3376,0,0,0,1,0
110,3,1,2,0,1,0,1993,0,1,0,0,0
82,2,1,1,1,1,0,1013,0,1,0,0,0
23,1,1,0,7,1,1,2253,0,0,0,0,1
65,3,2,1,2,1,0,2410,0,0,0,0,1
40,1,1,0,1,1,1,831,0,0,1,0,0
129,3,2,2,1,1,0,4998,0,1,0,0,0
114,1,1,1,6,1,0,4031,0,0,0,0,1
200,2,2,2,0,1,0,3214,0,0,0,0,1
101,3,2,2,8,1,1,4945,0,0,1,0,0
50,2,1,0,0,0,0,1016,1,0,0,0,0
400,4,3,2,0,1,0,9538,0,0,0,0,1
71,2,1,1,7,1,0,3376,0,0,0,0,1
72,2,1,0,3,0,0,1056,0,0,1,0,0
250,4,4,3,5,0,1,13330,0,0,0,0,1
50,2,1,1,3,1,0,1013,0,1,0,0,0
180,3,2,1,11,1,0,3489,0,1,0,0,0
31,1,1,0,4,1,0,873,0,0,1,0,0
86,2,1,0,7,1,0,2462,0,0,0,1,0
200,4,3,2,4,1,0,5596,1,0,0,0,0
130,3,2,1,6,1,0,7420,0,0,0,0,1
38,1,1,0,10,1,0,2199,0,0,1,0,0
20,1,1,0,1,0,1,1975,0,0,0,0,1
140,3,2,2,3,1,1,4714,0,0,1,0,0
40,1,1,0,3,1,0,1215,0,0,1,0,0
65,2,2,1,8,1,0,4813,0,0,0,0,1
300,5,3,3,0,1,0,8874,1,0,0,0,0
30,1,1,0,3,0,0,940,0,0,1,0,0
41,1,1,0,3,1,0,2178,0,0,0,0,1
98,3,2,1,2,0,0,1860,1,0,0,0,0
50,1,1,0,11,0,0,1161,0,1,0,0,0
68,2,2,2,5,1,0,5326,1,0,0,0,0
193,3,3,3,1,0,0,10520,0,0,0,0,1
32,1,1,1,15,1,0,2254,0,0,0,0,1
36,1,1,0,4,1,0,1752,0,0,0,1,0
167,3,1,0,0,1,0,1523,0,0,0,0,1
25,1,1,0,1,1,0,2499,0,0,0,1,0
50,2,1,1,15,1,0,1862,0,0,0,0,1
125,2,4,1,2,0,0,10080,0,0,0,1,0
85,3,2,2,8,1,1,4250,0,0,1,0,0
170,2,2,0,19,1,1,3724,0,0,1,0,0
300,5,6,2,0,0,0,8921,0,0,0,0,1
23,1,1,1,12,1,1,3535,0,0,0,0,1
160,2,4,2,8,1,0,8770,0,0,1,0,0
210,3,5,4,3,1,0,10130,1,0,0,0,0
120,3,3,2,0,1,0,4623,0,0,0,0,1
406,3,4,2,3,1,1,19560,0,0,0,1,0
63,2,1,1,0,0,0,2215,0,1,0,0,0
127,3,4,2,6,0,1,5022,0,0,0,0,1
90,3,2,2,11,0,0,8608,0,0,0,0,1
373,4,5,7,0,1,0,12210,1,0,0,0,0
650,4,6,5,0,1,0,10990,0,0,0,0,1
250,3,3,2,7,1,1,9112,0,0,0,0,1
318,4,2,2,0,0,0,4753,1,0,0,0,0
22,1,1,0,0,1,0,991,0,0,0,0,1
64,2,1,0,8,1,1,3935,0,0,0,1,0
172,4,5,3,9,1,0,9168,0,0,0,0,1
108,3,3,2,2,0,0,3746,0,0,0,0,1
31,1,1,1,11,1,0,3338,0,0,0,0,1
90,2,1,2,1,1,0,2256,1,0,0,0,0
81,2,1,0,6,1,0,4035,0,0,0,1,0
80,2,1,1,10,0,0,2635,0,0,0,1,0
243,3,2,1,5,1,0,10390,0,0,0,0,1
67,2,1,0,6,1,0,8635,0,0,0,1,0
160,3,1,1,0,1,0,3344,0,0,0,0,1
67,2,1,1,9,1,0,1802,0,0,1,0,0
90,3,2,3,1,1,0,2739,0,0,0,0,1
186,4,4,3,11,1,0,8155,0,0,0,0,1
62,2,2,2,6,1,0,2041,0,0,1,0,0
215,4,6,3,2,1,1,8832,0,0,0,0,1
28,1,1,0,5,1,1,2042,0,0,0,0,1
240,4,5,3,4,1,0,19940,0,0,0,0,1
70,2,2,1,2,0,1,5729,0,0,0,0,1
145,2,2,2,10,1,0,10800,0,0,0,0,1
62,2,2,1,9,1,1,3326,0,0,0,0,1
270,4,5,6,0,1,1,8449,1,0,0,0,0
266,3,5,1,15,1,1,6841,0,0,0,0,1
109,1,1,2,5,0,1,13880,0,0,0,0,1
24,1,1,0,3,1,1,2496,0,0,0,0,1
80,3,2,2,12,1,0,3342,0,1,0,0,0
500,4,8,4,0,1,1,15130,0,0,0,0,1
150,3,1,1,9,1,0,6327,0,0,0,0,1
110,2,2,2,4,0,0,1734,1,0,0,0,0
110,2,3,2,12,0,1,14150,0,0,0,0,1
77,3,1,2,10,1,0,4728,0,0,0,0,1
58,1,1,1,3,1,0,1746,0,1,0,0,0
145,3,3,1,5,1,1,10100,0,0,0,0,1
42,1,1,1,7,1,0,1687,0,0,1,0,0
62,2,1,1,5,1,0,1707,0,0,1,0,0
65,2,1,0,0,1,0,1547,0,0,0,0,1
33,1,1,1,20,0,1,3643,0,0,0,0,1
140,3,5,2,0,1,1,4209,0,0,0,0,1
326,3,2,3,0,1,0,7080,0,0,1,0,0
70,2,2,1,8,0,1,3600,0,0,0,1,0
25,1,1,0,2,1,1,1369,0,0,0,1,0
67,2,2,2,1,1,0,2998,0,0,0,0,1
50,1,1,0,2,1,0,1044,0,1,0,0,0
215,3,4,4,6,1,0,9801,0,0,0,0,1
55,2,1,1,0,1,0,1306,0,1,0,0,0
264,3,4,3,9,1,0,10160,0,0,0,0,1
270,4,2,1,16,0,0,10150,0,0,0,1,0
40,1,1,1,10,0,1,6376,0,0,0,0,1
90,2,2,0,3,0,0,2378,0,0,0,0,1
50,2,2,1,6,1,0,1872,0,0,0,1,0
68,2,2,2,7,1,1,8184,0,0,0,0,1
41,1,1,0,17,1,1,2952,0,0,0,0,1
420,3,5,5,0,1,0,9408,0,0,0,0,1
150,3,2,1,0,1,0,2538,0,0,0,0,1
220,4,5,3,5,1,0,11900,0,0,0,0,1
268,4,4,4,3,1,1,10290,0,0,0,0,1
74,3,1,1,1,1,0,1528,0,0,1,0,0
53,2,1,1,4,0,1,3002,0,0,0,0,1
64,1,1,1,2,1,1,1664,0,0,1,0,0
45,1,1,1,13,1,1,3108,0,0,1,0,0
120,3,3,2,4,0,0,2274,0,1,0,0,0
167,3,3,4,10,1,0,8191,0,0,0,0,1
250,4,2,1,0,1,0,2957,0,0,1,0,0
28,1,1,1,0,0,1,1665,1,0,0,0,0
135,2,3,1,19,0,1,11500,0,0,0,0,1
42,1,1,0,4,1,1,1544,0,0,1,0,0
156,4,4,2,4,1,0,4045,1,0,0,0,0
300,4,5,5,6,0,0,16350,0,0,0,0,1
150,4,2,3,6,1,0,4527,1,0,0,0,0
54,2,2,1,2,1,0,2439,0,0,0,0,1
38,1,1,0,0,0,0,2375,0,0,0,0,1
474,5,5,7,0,1,0,16240,1,0,0,0,0
450,5,4,3,0,1,0,13380,0,0,0,0,1
343,4,3,4,0,1,0,7435,1,0,0,0,0
180,3,2,4,0,1,0,3046,0,0,0,0,1
100,2,2,2,0,1,0,2031,0,0,0,0,1
102,2,3,2,0,1,0,2538,0,0,0,0,1
470,4,5,3,1,1,0,12090,0,0,0,1,0
140,3,3,1,1,1,0,5485,0,0,0,1,0
380,4,1,0,0,1,0,3065,0,0,0,0,1
140,2,2,1,2,1,1,3446,0,0,1,0,0
520,3,4,3,0,1,1,7751,0,0,0,0,1
130,3,2,3,0,1,1,7729,0,0,0,0,1
49,1,1,1,1,1,1,3839,0,0,0,0,1
28,1,1,0,5,0,1,1723,0,0,0,1,0
58,2,1,1,1,1,0,1429,0,1,0,0,0
48,2,1,1,11,0,0,2352,0,0,0,0,1
30,1,1,0,5,1,1,2224,0,0,0,0,1
26,1,1,0,4,1,1,2927,0,0,0,0,1
65,2,1,0,4,1,0,1845,0,0,0,1,0
98,3,2,2,0,1,0,2760,0,0,0,0,1
234,3,4,4,3,1,0,10020,0,0,0,0,1
59,2,1,1,5,1,0,1683,0,1,0,0,0
97,2,3,1,5,1,0,7463,0,0,0,0,1
65,2,2,1,11,1,0,1675,1,0,0,0,0
42,1,1,1,7,1,0,2876,0,0,1,0,0
94,3,2,1,25,1,0,5268,0,0,0,1,0
147,4,2,3,10,1,0,5943,1,0,0,0,0
73,3,2,2,14,1,0,3294,0,0,0,0,1
40,1,1,0,7,0,0,4264,0,0,0,1,0
350,3,5,5,0,1,0,3327,0,0,0,0,1
384,3,3,4,0,0,0,12710,0,0,0,0,1
48,1,1,2,7,1,1,9634,0,0,0,0,1
96,3,2,1,5,0,0,3798,0,0,0,1,0
55,2,1,0,3,1,1,1517,0,0,1,0,0
330,4,4,3,0,1,0,7522,0,0,1,0,0
49,1,1,0,4,1,0,1268,0,0,1,0,0
170,3,2,1,4,1,0,4446,0,0,0,1,0
243,2,3,2,0,1,0,5248,0,0,0,0,1
216,4,4,3,3,1,1,12190,0,0,0,0,1
60,2,1,1,5,1,0,1309,0,0,0,1,0
200,3,4,2,0,1,0,3038,0,0,0,0,1
48,1,1,0,2,1,0,1048,0,0,1,0,0
130,3,2,6,0,1,0,2416,0,1,0,0,0
55,2,1,1,10,1,0,1926,0,0,0,1,0
200,4,3,2,0,1,0,6288,0,0,0,0,1
101,3,2,2,1,1,0,2979,0,1,0,0,0
20,1,1,0,9,1,1,2165,0,0,0,0,1
97,3,3,2,7,1,0,3865,0,0,0,0,1
83,2,2,1,21,1,0,5817,0,0,0,0,1
47,1,1,1,10,1,0,985,0,0,1,0,0
110,2,2,1,8,1,1,5885,0,0,0,0,1
140,4,4,2,3,1,0,3963,0,0,0,0,1
242,3,4,3,1,1,1,9439,0,0,0,0,1
35,1,1,0,5,1,0,1587,0,0,0,0,1
100,2,2,0,11,1,1,5806,0,0,0,1,0
134,3,3,1,4,1,0,4945,0,0,0,0,1
50,2,1,1,0,0,0,1053,0,0,1,0,0
67,3,1,1,9,1,0,1689,0,1,0,0,0
150,2,3,0,0,1,0,4185,0,0,0,0,1
174,3,4,3,6,1,0,16690,0,0,0,0,1
120,3,3,1,0,1,0,2918,0,0,0,0,1
90,4,2,0,0,0,0,1883,0,0,1,0,0
110,3,1,1,4,1,0,2060,0,1,0,0,0
79,3,1,1,11,0,0,2123,0,0,0,0,1
180,4,3,2,8,1,0,4664,1,0,0,0,0
300,3,3,2,11,1,1,10850,0,0,0,0,1
270,2,3,4,0,1,0,3489,0,0,0,0,1
25,1,1,0,3,1,0,915,0,0,1,0,0
78,1,1,1,12,1,1,4698,0,0,0,0,1
82,2,2,1,2,1,0,4174,0,0,0,0,1
55,2,1,2,7,1,0,1275,1,0,0,0,0
420,4,5,4,0,1,0,10820,0,0,0,0,1
115,2,3,2,4,1,1,4452,0,1,0,0,0
45,2,1,1,3,1,0,1014,1,0,0,0,0
47,3,1,1,9,1,0,1738,0,0,0,0,1
250,3,3,2,8,1,0,4432,0,0,0,0,1
95,3,2,1,4,1,0,6703,0,0,0,1,0
54,2,2,1,6,1,0,1681,0,0,0,1,0
380,3,3,5,0,1,0,12780,0,0,0,0,1
60,2,2,0,7,1,0,5353,0,0,0,1,0
300,3,3,2,0,1,0,6288,0,0,0,0,1
75,3,1,1,1,0,0,1355,1,0,0,0,0
32,1,1,1,8,1,0,1843,1,0,0,0,0
24,1,1,0,11,1,0,1646,0,0,0,1,0
49,1,1,1,4,0,0,3699,0,0,0,0,1
50,2,1,0,13,1,1,1950,0,0,1,0,0
40,1,1,0,12,1,0,2890,0,0,0,1,0
30,1,1,1,16,0,1,4076,0,0,0,0,1
70,2,1,1,1,1,0,1428,0,0,0,0,1
146,2,1,1,8,1,0,2499,0,1,0,0,0
120,2,2,0,1,1,1,6401,0,0,0,1,0
347,4,4,3,4,1,0,12410,1,0,0,0,0
80,2,2,1,0,0,0,1780,1,0,0,0,0
40,2,1,0,11,1,0,3187,0,0,0,0,1
44,2,1,1,3,1,0,1225,0,1,0,0,0
80,2,1,0,7,0,0,2850,0,0,0,0,1
106,3,3,1,2,1,0,4074,0,0,1,0,0
137,3,4,2,2,1,0,5282,0,1,0,0,0
248,3,4,4,0,1,0,10670,0,0,0,0,1
350,4,3,2,0,1,0,14710,0,0,0,0,1
90,2,1,2,5,0,0,3567,0,0,0,1,0
16,1,1,0,0,0,0,1438,0,0,0,0,1
108,3,3,2,2,1,0,4978,0,0,0,0,1
120,3,2,1,2,1,0,3661,0,0,0,1,0
54,2,1,1,3,1,0,2215,0,1,0,0,0
190,1,2,10,0,1,0,3993,0,0,0,0,1
100,3,3,1,1,1,0,2229,1,0,0,0,0
120,3,2,1,2,1,1,3390,1,0,0,0,0
40,1,1,1,4,1,1,6066,0,0,0,0,1
185,2,2,2,0,0,0,1937,0,0,0,0,1
50,1,1,0,9,1,1,4630,0,0,0,1,0
233,3,6,5,0,1,0,6597,0,0,0,0,1
47,2,2,2,6,1,1,3189,0,0,0,0,1
49,1,1,0,11,1,0,4684,0,0,0,0,1
76,3,2,2,6,1,0,2381,0,0,1,0,0
60,2,1,0,6,1,0,1967,0,0,0,1,0
200,4,5,3,2,1,0,7992,0,0,0,0,1
200,3,4,2,9,1,0,7101,0,0,0,1,0
184,3,3,2,6,1,0,6889,0,0,1,0,0
117,3,4,2,10,1,0,8018,0,0,0,0,1
80,3,1,0,0,0,0,1273,0,0,1,0,0
60,2,2,1,4,0,0,2793,0,0,0,1,0
140,3,2,1,0,1,1,8324,0,0,0,0,1
55,1,1,0,12,0,1,2225,0,0,0,1,0
131,3,2,1,14,1,0,6136,0,0,0,0,1
142,3,4,3,2,1,0,6783,0,0,0,0,1
35,1,1,1,7,1,0,1519,0,1,0,0,0
40,1,1,0,20,1,0,1059,0,0,1,0,0
57,1,1,0,4,1,1,6394,0,0,0,0,1
30,1,1,0,9,1,0,1207,0,0,1,0,0
800,5,7,5,0,1,0,15560,0,0,0,1,0
250,2,2,0,0,1,1,4407,0,0,1,0,0
37,1,1,1,4,1,0,2170,0,0,0,0,1
240,4,5,3,11,0,1,13900,1,0,0,0,0
95,3,2,1,6,1,0,2450,0,0,0,1,0
30,1,1,0,18,0,0,1583,0,0,0,0,1
380,7,7,6,0,1,0,6305,0,0,0,0,1
50,2,1,0,5,1,0,2482,0,0,0,0,1
32,1,1,1,5,0,0,1377,0,0,0,1,0
104,3,3,2,6,1,0,7377,0,0,0,0,1
31,1,1,0,16,0,0,1925,0,0,0,0,1
700,4,5,2,10,1,1,11500,0,0,0,0,1
138,3,3,0,2,1,0,8173,0,1,0,0,0
77,2,1,1,14,1,0,5556,0,0,0,0,1
216,4,3,4,9,1,0,6087,0,0,0,0,1
115,3,2,2,0,1,0,3121,1,0,0,0,0
222,4,3,4,0,1,0,3203,1,0,0,0,0
84,3,2,1,1,1,1,4554,0,0,0,1,0
156,3,3,1,12,0,0,5803,0,0,0,0,1
34,1,1,0,0,1,0,1116,0,0,0,0,1
60,2,1,1,5,1,0,1567,0,0,1,0,0
50,2,2,1,4,1,0,1623,0,0,1,0,0
210,3,3,2,5,1,0,9230,0,0,0,0,1
240,4,2,4,0,1,0,8121,0,0,0,0,1
336,4,6,5,5,1,0,12550,0,0,0,0,1
60,2,1,1,3,1,0,1268,0,1,0,0,0
194,3,3,2,10,1,0,5729,1,0,0,0,0
70,1,1,0,3,1,0,2276,0,0,0,0,1
46,1,1,0,3,1,0,1721,0,0,0,0,1
185,3,2,2,2,0,0,7838,0,0,0,1,0
90,1,2,2,13,0,1,10100,0,0,0,0,1
90,3,2,1,2,1,0,1730,1,0,0,0,0
175,1,3,2,19,0,1,5095,0,0,0,0,1
140,3,2,1,8,1,0,6786,0,0,0,1,0
400,2,5,4,0,1,0,6575,0,0,0,0,1
127,3,2,1,1,1,1,3703,0,0,1,0,0
60,2,2,1,27,1,1,4092,0,0,0,0,1
230,3,3,3,5,1,0,5162,1,0,0,0,0
48,1,1,1,21,0,1,8086,0,0,0,0,1
62,3,2,1,12,1,0,3402,0,1,0,0,0
110,3,2,1,1,1,0,5950,0,0,0,0,1
80,3,3,2,1,0,0,4016,0,0,0,0,1
54,1,1,0,3,1,1,3451,0,0,0,1,0
42,1,1,1,4,0,1,5157,0,0,0,0,1
55,2,1,1,4,1,0,1098,1,0,0,0,0
161,3,5,3,12,1,0,9691,0,0,0,0,1
70,2,1,1,3,1,0,1579,1,0,0,0,0
35,1,1,0,9,1,1,1807,0,0,0,0,1
360,4,4,4,5,1,0,17390,0,0,0,0,1
45,1,1,1,6,1,0,3764,1,0,0,0,0
55,1,1,0,1,0,0,890,0,0,0,0,1
25,1,1,0,3,1,1,2169,0,0,0,1,0
68,3,2,1,1,1,1,2735,1,0,0,0,0
71,2,1,0,1,1,0,1335,0,0,1,0,0
250,3,2,1,7,1,0,8871,0,0,0,1,0
81,3,2,1,12,1,0,2392,0,0,0,0,1
234,3,4,4,14,1,0,6731,0,0,0,0,1
54,1,2,0,1,1,0,1021,0,1,0,0,0
70,2,1,1,1,0,1,6073,0,0,0,0,1
100,3,2,1,3,1,0,2564,1,0,0,0,0
48,1,1,1,4,1,1,5839,0,0,0,0,1
88,2,2,1,3,1,0,2705,0,0,1,0,0
40,1,1,0,0,1,0,2084,0,0,0,0,1
76,1,1,0,5,0,1,2192,0,0,1,0,0
109,3,2,2,13,1,0,8058,0,0,0,0,1
160,3,3,2,3,1,0,4319,1,0,0,0,0
106,2,1,0,2,1,0,1923,0,0,0,0,1
90,4,2,0,4,1,1,2548,0,0,0,1,0
70,2,2,1,12,1,0,2691,0,0,0,0,1
120,2,1,4,0,1,0,2238,0,0,0,0,1
230,3,3,3,7,1,0,7052,0,0,0,0,1
130,2,2,2,0,1,0,4001,0,0,0,0,1
67,2,2,1,9,1,0,2930,0,0,0,0,1
140,4,3,2,14,1,0,4795,0,1,0,0,0
80,3,2,0,4,1,0,1891,0,0,0,1,0
40,1,1,0,3,1,0,1675,0,0,0,0,1
49,2,1,1,4,1,0,1239,1,0,0,0,0
73,3,1,1,4,1,1,5257,0,0,0,0,1
110,2,3,3,0,1,0,2242,0,0,0,0,1
79,3,2,1,8,1,1,3073,0,0,0,0,1
40,1,1,0,4,0,0,1526,1,0,0,0,0
370,4,6,0,8,1,0,13800,0,0,0,0,1
140,4,3,2,3,1,0,3184,1,0,0,0,0
300,4,4,2,1,1,0,11880,0,0,0,1,0
40,1,1,1,2,0,1,2031,0,0,0,0,1
100,3,2,2,8,1,1,3000,0,0,0,1,0
63,2,2,1,6,1,0,2573,0,0,0,0,1
150,3,2,1,6,0,0,6816,0,0,0,0,1
190,3,3,3,6,1,0,16250,0,0,0,0,1
100,3,2,2,13,1,0,3796,0,0,0,1,0
132,6,4,2,18,1,0,4367,0,0,1,0,0
127,2,3,3,3,1,0,6142,0,0,0,0,1
222,3,3,2,0,1,0,2713,0,0,0,0,1
80,2,2,1,0,1,0,1715,0,0,0,0,1
208,4,4,3,5,1,0,16840,0,0,0,0,1
480,4,4,6,0,1,0,11150,0,0,0,0,1
360,3,5,2,1,1,0,19530,0,0,0,0,1
142,3,2,2,8,1,0,3042,0,0,0,0,1
150,3,3,0,6,0,0,6508,0,0,0,1,0
35,1,1,0,6,1,0,1493,0,0,0,1,0
44,2,1,1,5,1,0,1364,0,1,0,0,0
130,3,2,1,1,1,0,5858,0,0,0,0,1
70,2,2,0,4,0,1,1865,0,0,1,0,0
68,2,1,0,1,1,0,1547,0,0,0,0,1
212,4,3,4,1,1,0,19760,0,0,0,0,1
35,1,1,1,4,1,1,4035,0,0,0,1,0
116,3,2,1,6,1,0,2762,0,0,0,0,1
80,1,1,0,11,1,1,2352,0,0,0,0,1
47,1,1,1,6,1,0,3149,0,0,0,0,1
60,3,2,1,1,1,1,1918,0,0,0,1,0
60,1,1,1,8,1,1,1958,1,0,0,0,0
100,2,1,0,0,0,0,5201,0,0,0,0,1
75,3,2,1,13,0,1,3762,0,0,0,0,1
75,2,3,2,6,0,0,3101,0,0,0,0,1
65,2,1,1,2,1,0,930,1,0,0,0,0
25,1,1,0,16,1,0,1633,0,0,0,0,1
194,4,3,2,7,1,0,6280,0,0,0,0,1
75,2,2,0,0,1,0,2140,0,0,0,0,1
51,2,1,0,2,1,1,1206,1,0,0,0,0
63,2,2,2,4,0,0,4899,0,0,0,0,1
45,2,1,1,2,0,1,4506,0,0,0,0,1
85,2,2,1,1,1,0,3208,0,0,0,1,0
70,2,2,1,6,1,0,2476,0,0,0,1,0
66,2,1,0,1,1,0,1934,0,0,1,0,0
45,1,1,0,11,1,0,1585,0,0,0,1,0
114,3,2,1,2,1,1,3802,0,0,1,0,0
26,1,1,0,2,1,1,2771,0,0,0,1,0
60,1,1,2,1,1,1,2030,0,0,1,0,0
44,1,1,0,2,1,0,1427,0,0,1,0,0
91,2,3,2,5,0,0,12490,0,0,0,0,1
70,2,2,1,2,1,0,1708,0,0,0,1,0
30,1,1,0,1,1,1,1591,0,0,0,0,1
308,4,5,4,18,1,1,17120,1,0,0,0,0
217,3,5,6,0,1,0,5493,0,0,0,0,1
47,1,1,0,2,1,0,2194,0,1,0,0,0
60,2,1,1,3,1,0,1974,0,0,0,1,0
490,3,5,4,0,1,0,12420,0,0,0,0,1
180,3,3,2,5,0,0,4639,0,0,0,0,1
65,2,2,2,6,1,0,2420,0,0,1,0,0
76,2,2,2,3,1,0,2359,0,0,1,0,0
56,2,1,1,5,1,0,1815,0,1,0,0,0
68,1,1,0,3,1,0,2020,0,0,0,0,1
56,1,1,1,6,1,1,2140,0,1,0,0,0
131,3,2,2,3,1,0,13430,0,0,0,1,0
100,3,1,4,0,1,0,2764,0,0,0,0,1
72,2,2,1,18,1,0,3007,0,0,0,0,1
88,3,2,1,2,1,0,1873,1,0,0,0,0
38,1,1,0,2,1,1,2724,0,0,0,1,0
49,2,1,1,15,1,0,1821,0,0,0,0,1
60,1,1,1,8,1,0,5659,0,0,0,0,1
80,2,1,1,2,1,0,4440,0,0,0,0,1
280,5,3,3,0,1,1,4189,0,0,1,0,0
510,4,3,5,0,1,0,10670,0,0,0,0,1
148,1,2,4,25,1,0,12420,0,0,0,0,1
76,3,2,1,9,1,0,2233,0,0,1,0,0
110,3,2,1,2,0,0,1969,1,0,0,0,0
22,1,1,1,1,0,0,1292,1,0,0,0,0
42,1,1,1,0,1,1,2564,0,0,0,0,1
59,2,1,1,1,0,0,2212,0,0,0,0,1
158,4,4,4,10,1,1,5205,0,0,0,0,1
